file,rec,timestamp,kind,peer,handle,opcode_byte,value_hex,value_len
hci_snoop_2025_11_26_14_52_44.cfa,723,2025-11-26T14:53:33.099Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 1B 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,727,2025-11-26T14:53:33.281Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 1E 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,731,2025-11-26T14:53:33.464Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 21 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,735,2025-11-26T14:53:33.651Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 24 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,739,2025-11-26T14:53:33.833Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 27 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,743,2025-11-26T14:53:33.998Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 2A 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,747,2025-11-26T14:53:34.182Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 2D 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,751,2025-11-26T14:53:34.397Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 30 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,755,2025-11-26T14:53:34.582Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 33 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,759,2025-11-26T14:53:34.766Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 36 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,763,2025-11-26T14:53:34.948Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 39 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,767,2025-11-26T14:53:35.135Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 3C 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,771,2025-11-26T14:53:35.316Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 3F 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,775,2025-11-26T14:53:35.484Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 42 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,779,2025-11-26T14:53:35.666Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 45 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,783,2025-11-26T14:53:35.850Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 48 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,787,2025-11-26T14:53:36.035Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 4B 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,791,2025-11-26T14:53:36.216Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 4E 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,795,2025-11-26T14:53:36.383Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 51 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,803,2025-11-26T14:53:36.564Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 54 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,807,2025-11-26T14:53:36.749Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 57 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,811,2025-11-26T14:53:36.935Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 5A 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,816,2025-11-26T14:53:37.117Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 5D 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,821,2025-11-26T14:53:37.382Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 60 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,825,2025-11-26T14:53:37.649Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 63 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,829,2025-11-26T14:53:37.915Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 66 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,833,2025-11-26T14:53:38.182Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 69 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,837,2025-11-26T14:53:38.465Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 6C 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,841,2025-11-26T14:53:38.735Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 6F 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,845,2025-11-26T14:53:38.998Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 72 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,849,2025-11-26T14:53:39.264Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 75 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,853,2025-11-26T14:53:39.532Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 78 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,857,2025-11-26T14:53:39.816Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 7B 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,861,2025-11-26T14:53:40.082Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 7E 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,865,2025-11-26T14:53:40.349Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 81 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,869,2025-11-26T14:53:40.618Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 84 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,873,2025-11-26T14:53:40.882Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 87 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,877,2025-11-26T14:53:41.167Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 8A 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,881,2025-11-26T14:53:41.434Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 8D 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,885,2025-11-26T14:53:41.700Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 90 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,889,2025-11-26T14:53:41.968Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 93 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,893,2025-11-26T14:53:42.235Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 96 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,897,2025-11-26T14:53:42.516Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 99 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,901,2025-11-26T14:53:42.782Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 9C 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,905,2025-11-26T14:53:43.052Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 9F 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,909,2025-11-26T14:53:43.315Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 A2 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,913,2025-11-26T14:53:43.583Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 A5 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,917,2025-11-26T14:53:43.866Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 A8 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,921,2025-11-26T14:53:44.133Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 AB 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,926,2025-11-26T14:53:44.400Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 AE 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,930,2025-11-26T14:53:44.666Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 B1 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,934,2025-11-26T14:53:44.939Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 B4 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,938,2025-11-26T14:53:45.220Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 B7 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,942,2025-11-26T14:53:45.483Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 BA 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,946,2025-11-26T14:53:45.751Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 BD 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,950,2025-11-26T14:53:46.019Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 C0 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,954,2025-11-26T14:53:46.286Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 C3 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,958,2025-11-26T14:53:46.567Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 C6 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,962,2025-11-26T14:53:46.835Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 C9 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,966,2025-11-26T14:53:47.099Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 CC 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,970,2025-11-26T14:53:47.383Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 CF 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,974,2025-11-26T14:53:47.637Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 D2 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,978,2025-11-26T14:53:47.918Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 D5 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,982,2025-11-26T14:53:48.185Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 D8 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,986,2025-11-26T14:53:48.451Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 DB 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,990,2025-11-26T14:53:48.718Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 DE 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,994,2025-11-26T14:53:48.985Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 E1 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,998,2025-11-26T14:53:49.268Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 E4 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1002,2025-11-26T14:53:49.533Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 E7 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1006,2025-11-26T14:53:49.800Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 EA 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1010,2025-11-26T14:53:50.068Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 ED 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1014,2025-11-26T14:53:50.339Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 F0 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1018,2025-11-26T14:53:50.620Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 F3 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1022,2025-11-26T14:53:50.883Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 F6 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1026,2025-11-26T14:53:51.152Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 F9 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1030,2025-11-26T14:53:51.418Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 FC 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1034,2025-11-26T14:53:51.683Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 FF 00 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1038,2025-11-26T14:53:51.968Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 02 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1042,2025-11-26T14:53:52.235Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 05 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1046,2025-11-26T14:53:52.502Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 08 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1050,2025-11-26T14:53:52.768Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 0B 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1054,2025-11-26T14:53:53.040Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 0E 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1058,2025-11-26T14:53:53.318Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 11 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1062,2025-11-26T14:53:53.584Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 14 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1067,2025-11-26T14:53:53.853Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 17 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1089,2025-11-26T14:53:54.109Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 1A 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,1093,2025-11-26T14:53:54.367Z,FFF5-Write,f4:db:00:00:00:d9,0x0021,0x07,07 1D 01 00 00 03,6
hci_snoop_2025_11_26_14_52_44.cfa,448,2025-11-26T14:53:02.519Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x1A,1A 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,684,2025-11-26T14:53:31.393Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x01,01 2F 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,689,2025-11-26T14:53:31.501Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 00 00 00 00 03 81 01 7B 01 79 01 B4 03 BC 03 CB 03 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,693,2025-11-26T14:53:31.724Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 03 00 00 00 03 74 01 67 01 5A 01 C0 03 CE 03 EF 03 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,697,2025-11-26T14:53:31.859Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 06 00 00 00 03 53 01 77 01 5C 01 04 04 BD 03 F4 03 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,701,2025-11-26T14:53:32.040Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 09 00 00 00 03 62 01 65 01 69 01 F0 03 E9 03 E4 03 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,705,2025-11-26T14:53:32.220Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 0C 00 00 00 03 6B 01 6E 01 6F 01 DE 03 D9 03 DC 03 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,709,2025-11-26T14:53:32.445Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 0F 00 00 00 03 71 01 72 01 6C 01 D3 03 CF 03 D5 03 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,713,2025-11-26T14:53:32.625Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 12 00 00 00 03 67 01 63 01 60 01 E1 03 E9 03 F1 03 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,717,2025-11-26T14:53:32.850Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 15 00 00 00 03 5D 01 5A 01 58 01 F9 03 00 04 06 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,721,2025-11-26T14:53:32.986Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 18 00 00 00 03 56 01 54 01 53 01 0B 04 0E 04 11 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,725,2025-11-26T14:53:33.166Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 1B 00 00 00 03 52 01 51 01 50 01 13 04 15 04 18 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,729,2025-11-26T14:53:33.345Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 1E 00 00 00 03 4F 01 4F 01 4E 01 19 04 1B 04 1D 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,733,2025-11-26T14:53:33.525Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 21 00 00 00 03 4D 01 4C 01 4C 01 1F 04 20 04 21 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,737,2025-11-26T14:53:33.705Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 24 00 00 00 03 4B 01 4B 01 4B 01 22 04 24 04 25 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,741,2025-11-26T14:53:33.885Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 27 00 00 00 03 4A 01 49 01 49 01 26 04 27 04 28 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,745,2025-11-26T14:53:34.065Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 2A 00 00 00 03 49 01 48 01 48 01 28 04 28 04 29 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,749,2025-11-26T14:53:34.245Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 2D 00 00 00 03 47 01 47 01 47 01 29 04 29 04 2A 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,753,2025-11-26T14:53:34.469Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 30 00 00 00 03 46 01 46 01 46 01 2B 04 2B 04 2C 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,757,2025-11-26T14:53:34.650Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 33 00 00 00 03 46 01 46 01 45 01 2D 04 2D 04 2E 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,761,2025-11-26T14:53:34.831Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 36 00 00 00 03 45 01 45 01 45 01 30 04 31 04 32 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,765,2025-11-26T14:53:35.009Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 39 00 00 00 03 44 01 44 01 45 01 33 04 35 04 3D 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,769,2025-11-26T14:53:35.190Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 3C 00 00 00 03 44 01 44 01 43 01 3F 04 40 04 41 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,773,2025-11-26T14:53:35.369Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 3F 00 00 00 03 43 01 43 01 43 01 42 04 44 04 45 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,777,2025-11-26T14:53:35.550Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 42 00 00 00 03 43 01 43 01 43 01 47 04 48 04 4A 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,781,2025-11-26T14:53:35.731Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 45 00 00 00 03 42 01 42 01 42 01 4B 04 4C 04 4C 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,785,2025-11-26T14:53:35.909Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 48 00 00 00 03 42 01 42 01 42 01 4E 04 4F 04 50 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,789,2025-11-26T14:53:36.089Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 4B 00 00 00 03 42 01 42 01 42 01 52 04 53 04 54 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,793,2025-11-26T14:53:36.269Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 4E 00 00 00 03 42 01 42 01 41 01 54 04 55 04 56 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,797,2025-11-26T14:53:36.449Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 51 00 00 00 03 42 01 41 01 41 01 57 04 58 04 58 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,805,2025-11-26T14:53:36.632Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 54 00 00 00 03 41 01 41 01 41 01 5A 04 5A 04 5B 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,809,2025-11-26T14:53:36.809Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 57 00 00 00 03 41 01 41 01 41 01 5C 04 5D 04 5E 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,813,2025-11-26T14:53:36.990Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 5A 00 00 00 03 41 01 41 01 41 01 5F 04 5F 04 5F 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,819,2025-11-26T14:53:37.260Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 5D 00 00 00 03 41 01 41 01 41 01 60 04 61 04 61 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,823,2025-11-26T14:53:37.530Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 60 00 00 00 03 41 01 41 01 40 01 62 04 62 04 63 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,827,2025-11-26T14:53:37.800Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 63 00 00 00 03 40 01 41 01 40 01 63 04 64 04 65 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,831,2025-11-26T14:53:38.071Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 66 00 00 00 03 40 01 40 01 40 01 65 04 66 04 66 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,835,2025-11-26T14:53:38.341Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 69 00 00 00 03 40 01 40 01 40 01 67 04 67 04 68 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,839,2025-11-26T14:53:38.609Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 6C 00 00 00 03 40 01 40 01 40 01 68 04 68 04 69 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,843,2025-11-26T14:53:38.881Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 6F 00 00 00 03 40 01 40 01 40 01 6A 04 69 04 6A 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,847,2025-11-26T14:53:39.150Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 72 00 00 00 03 40 01 40 01 40 01 6B 04 6C 04 6C 04 00 00,20
hci_snoop_2025_11_26_14_52_44.cfa,851,2025-11-26T14:53:39.420Z,FFF3-Notify,f4:db:00:00:00:d9,0x0024,0x07,07 75 00 00 00 03 40 01 40 01 40 01 6E 04 6E 04 6F 04 00 00,20
